name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders,code
三棵树,染料涂料,福建,0.00,0.42,1.33,212880.00,108966.02,49173.59,39844.70,3.00,-0.06,8.44,5.75,20160603,63398.42,4.77,15.94,39.20,42.13,-2.01,7670.00,603737
维力医疗,医疗保健,广东,99.90,2.00,2.00,100470.21,55803.88,23670.17,30776.59,1.54,0.03,4.49,2.74,20150302,35132.12,1.76,11.87,-58.52,33.03,4.75,17490.00,603309
韩建河山,其他建材,北京,387.54,2.93,2.93,173222.30,98317.50,35891.20,25314.06,0.86,0.01,2.65,4.75,20150611,19640.85,0.67,7.58,158.74,18.27,2.42,51094.00,603616
长青股份,农药化肥,江苏,17.19,2.38,3.59,407816.91,183732.09,193022.72,162984.81,4.53,0.18,8.66,1.47,20100416,97180.56,2.70,45.77,48.78,28.10,10.26,18628.00,002391
卫宁健康,软件服务,上海,129.69,12.02,16.18,363619.38,159426.16,36857.50,42739.40,0.26,0.03,1.71,7.61,20110818,74568.67,0.46,22.93,50.04,45.58,19.67,73492.00,300253
熙菱信息,软件服务,新疆,0.00,0.75,1.60,101406.06,84168.55,773.87,9448.85,0.59,-0.04,2.33,5.73,20170105,16718.57,1.04,-59.34,-566.47,41.62,-13.80,12012.00,300588
东音股份,专用机械,浙江,33.15,0.64,2.00,89447.46,44965.37,20247.95,21034.36,1.05,0.10,3.77,3.54,20160415,29594.24,1.48,3.11,-18.23,28.09,10.29,18902.00,002793
迈克生物,医疗保健,四川,37.38,3.67,5.58,373639.50,237791.66,84878.25,53052.23,0.95,0.18,4.43,6.07,20150528,139802.70,2.51,42.90,24.51,52.95,19.34,17921.00,300463
数字政通,软件服务,北京,85.81,2.76,4.24,300970.63,211305.55,5842.18,96881.06,2.28,0.04,4.85,2.82,20100427,66365.99,1.56,22.52,52.38,43.08,12.29,48059.00,300075
常熟汽饰,汽车配件,江苏,11.11,1.72,2.80,369316.78,118929.01,81332.03,113631.97,4.06,0.32,8.61,1.63,20170105,89983.56,3.21,4.79,54.91,24.22,26.10,22317.00,603035
中国国贸,园区开发,北京,18.23,10.07,10.07,1131804.38,104333.96,206095.77,187251.86,1.86,0.20,6.62,2.21,19990312,328575.16,3.26,29.12,27.11,52.06,25.94,14476.00,600007
得润电子,元器件,深圳,53.08,4.27,4.80,948488.38,657810.19,103865.59,113820.57,2.37,0.07,5.16,2.83,20060725,80375.21,1.68,45.72,3.15,13.94,1.94,42856.00,002055
容大感光,染料涂料,深圳,53.13,0.40,1.20,52126.78,39386.35,2940.43,13600.61,1.13,0.07,3.47,4.43,20161220,14698.57,1.22,23.73,-7.88,27.65,9.49,8254.00,300576
萃华珠宝,服饰,辽宁,91.28,1.28,1.51,281976.34,233117.25,36003.26,40195.59,2.67,0.04,7.86,1.98,20141104,59667.03,3.96,15.24,163.66,6.75,1.02,14423.00,002731
汇中股份,电器仪表,河北,94.52,0.57,1.20,60310.57,39350.98,17544.90,18459.00,1.54,0.04,4.65,3.41,20140123,25777.97,2.15,24.92,269.94,64.53,17.96,9525.00,300371
亚玛顿,玻璃,江苏,90.40,1.60,1.60,494655.81,204797.09,228794.05,148517.31,9.28,0.05,13.38,1.26,20111013,43226.98,2.70,-20.28,6.69,17.58,2.86,22357.00,002623
上海洗霸,环境保护,上海,52.12,0.25,0.75,80675.30,74000.03,1440.27,34197.68,4.56,0.17,9.82,3.64,20170601,27937.05,3.72,9.15,5.26,36.87,16.42,9013.00,603200
太辰光,元器件,深圳,48.64,0.95,2.30,131408.97,104032.22,6986.05,51240.80,2.23,0.09,4.94,3.69,20161206,34012.10,1.48,25.43,1.20,32.64,15.58,25293.00,300570
设计总院,建筑施工,安徽,13.73,0.81,3.25,284921.94,261309.45,11107.78,88070.88,2.71,0.35,5.90,3.26,20170801,65272.88,2.01,41.97,64.73,45.69,27.35,38379.00,603357
豪能股份,汽车配件,四川,16.36,0.37,1.49,228613.70,143514.02,73309.88,55211.30,3.70,0.31,10.26,2.00,20171128,82583.20,5.53,0.00,0.00,34.51,18.82,14361.00,603809
快克股份,专用机械,江苏,30.21,0.53,1.58,91235.74,76163.96,9171.62,40842.12,2.58,0.18,4.77,4.63,20161108,22590.18,1.43,31.31,8.90,53.68,28.98,9900.00,603203
晶华新材,化工原料,上海,180.37,0.32,1.27,118803.72,61676.32,15171.85,36755.37,2.90,0.04,6.09,4.32,20171020,27000.30,2.13,0.00,0.00,19.32,2.66,19615.00,603683
完美世界,影视音像,浙江,27.12,4.66,13.15,1609404.25,1134658.50,35395.73,355842.00,2.71,0.27,6.30,4.71,20111028,333868.66,2.54,-5.63,10.65,61.32,19.98,11775.00,002624
周大生,服饰,深圳,23.75,1.63,4.85,483146.91,402320.56,2991.51,178149.22,3.67,0.34,7.30,4.31,20170427,116530.36,2.40,16.91,28.74,34.92,17.12,25780.00,002867
新华保险,保险,北京,13.21,20.85,31.20,72215000.00,0.00,617100.00,2393400.00,7.67,0.84,20.99,2.10,20111216,2980900.00,9.56,3.51,42.03,0.00,5.65,78081.00,601336
继峰股份,汽车配件,浙江,22.12,6.30,6.38,234164.52,169931.50,46066.90,23940.98,0.38,0.12,2.83,3.84,20150302,84709.17,1.33,26.18,6.53,33.76,15.39,19260.00,603997
南卫股份,医疗保健,江苏,50.20,0.33,1.30,80029.05,56044.75,7013.18,26054.42,2.00,0.09,4.18,4.50,20170807,15664.88,1.20,0.00,0.00,25.61,10.25,10557.00,603880
白云电器,电气设备,广东,44.70,1.21,4.43,439978.19,260369.41,94718.30,49340.17,1.11,0.06,5.02,2.17,20160322,111731.30,2.52,4.47,4.81,31.92,8.00,23581.00,603861
安正时尚,服饰,浙江,19.22,1.04,4.05,312555.09,217070.63,54071.42,110989.97,2.74,0.23,6.60,2.65,20170214,118323.52,2.92,26.84,30.09,68.71,23.50,23969.00,603839
四通股份,陶瓷,广东,32.21,2.67,2.67,81026.13,40477.34,7977.27,13989.55,0.52,0.08,2.66,3.77,20150701,27368.30,1.03,-5.76,49.58,35.81,23.05,20674.00,603838
华扬联众,互联网,北京,328.49,0.56,2.30,465121.56,426021.66,3150.91,66023.60,2.87,0.02,5.54,4.53,20170802,41338.28,1.80,37.90,34.11,10.03,0.22,8935.00,603825
南威软件,软件服务,福建,1061.82,5.23,5.27,240487.59,170402.98,16024.92,71442.05,1.35,0.00,3.16,3.17,20141230,40936.85,0.78,-9.65,108.69,39.04,2.28,35916.00,603636
韦尔股份,半导体,上海,100.19,1.37,4.56,320183.31,273670.69,18857.52,96923.63,2.13,0.09,2.80,13.44,20170504,54538.82,1.20,105.97,19.22,27.89,5.23,17053.00,603501
广东骏亚,元器件,广东,76.37,0.51,2.02,118533.05,63855.88,37495.82,24305.42,1.20,0.08,3.13,7.51,20170912,17307.63,0.86,0.00,0.00,17.59,6.25,31746.00,603386
超讯通信,通信设备,广东,0.00,0.45,1.12,167685.38,144258.86,6322.23,25377.57,2.27,-0.06,4.32,6.48,20160728,13839.17,1.24,32.28,12.23,16.93,-3.13,12779.00,603322
梅轮电梯,运输设备,浙江,96.29,0.77,3.07,149358.30,111297.20,29095.26,34796.90,1.13,0.02,3.31,2.74,20170915,31893.25,1.04,0.00,0.00,28.07,6.70,30426.00,603321
福鞍股份,机械基件,辽宁,249.15,2.00,2.20,138449.25,85015.71,34277.60,59994.96,2.73,0.01,4.47,2.78,20150424,13803.12,0.63,65.32,16.33,16.91,2.87,15523.00,603315
福达股份,汽车配件,广西,24.59,5.92,5.98,313097.88,123336.90,152433.27,105657.97,1.77,0.07,3.60,1.77,20141127,44618.95,0.75,12.41,10.28,25.02,10.19,28873.00,603166
康惠制药,中成药,陕西,53.21,0.54,1.00,101313.34,85887.38,5811.23,41201.68,4.13,0.10,9.22,2.36,20170421,36928.42,3.70,27.23,8.78,50.47,13.63,12847.00,603139
上海沪工,专用机械,上海,781.09,0.50,2.00,87457.65,65933.50,12375.16,17166.15,0.86,0.01,3.27,4.62,20160607,24577.61,1.23,2.67,-94.68,21.71,0.63,17007.00,603131
翠微股份,百货,北京,17.00,5.24,5.24,506059.09,198748.81,191412.47,173578.56,3.31,0.09,5.84,1.02,20120503,65702.90,1.25,1.43,20.74,19.54,3.33,18996.00,603123
和邦生物,化工原料,四川,77.13,88.31,88.31,1305811.00,361244.50,472661.44,21290.15,0.02,0.01,1.24,1.40,20120731,175177.42,0.20,24.05,-71.03,17.71,4.33,171687.00,603077
德新交运,公路,新疆,3561.34,0.78,1.60,49300.98,41098.03,4282.56,14393.22,0.90,0.00,2.71,5.21,20170105,12915.07,0.81,-33.49,-95.20,30.36,0.49,5832.00,603032
爱普股份,食品,上海,27.17,3.20,3.20,226515.41,182205.16,17741.22,80285.50,2.51,0.08,6.01,1.49,20150325,70842.00,2.21,6.97,-27.67,15.71,4.20,22636.00,603020
新宏泰,电气设备,江苏,59.01,0.70,1.48,92993.71,75967.68,12063.78,27770.22,1.87,0.11,5.57,3.87,20160701,35025.12,2.36,18.27,6.05,38.64,14.23,19084.00,603016
人民网,互联网,北京,0.00,11.06,11.06,353452.69,243667.66,12824.51,74500.50,0.67,-0.05,2.46,3.30,20120427,69881.92,0.63,-1.04,-28.10,24.75,-21.65,66143.00,603000
丰林集团,林业,广西,32.45,9.45,9.58,246662.05,112481.82,60242.86,30416.80,0.32,0.03,1.99,1.96,20110929,60810.76,0.63,12.16,28.46,20.40,9.91,32008.00,601996
大唐发电,火力发电,北京,25.89,99.94,185.07,25149400.00,3919980.75,15447064.00,1871862.75,1.01,0.04,2.99,1.01,20061220,590438.19,0.32,13.27,-14.19,17.99,3.12,208480.00,601991
中国重工,船舶,北京,83.82,183.62,228.80,20119194.00,14439630.00,3189029.00,4516253.50,1.97,0.01,3.67,1.10,20091216,1426627.63,0.62,-41.93,-1.00,8.22,4.49,850000.00,601989
金钼股份,小金属,陕西,77.32,32.27,32.27,1599145.00,614867.69,455586.34,675335.19,2.09,0.02,3.98,1.55,20080417,198507.47,0.62,-24.29,1327.81,14.44,3.24,107405.00,601958
中煤能源,煤炭开采,北京,11.02,91.52,132.59,24942766.00,4829189.00,8844358.00,3815663.50,2.88,0.11,6.85,0.69,20080201,3237561.75,2.44,44.22,20.48,28.62,5.48,175009.00,601898
亚星锚链,船舶,江苏,0.00,9.59,9.59,379873.88,286982.97,63257.92,138463.20,1.44,-0.01,3.05,1.42,20101228,51415.01,0.54,-6.93,-147.94,13.73,-3.89,146376.00,601890
江河集团,装修装饰,北京,23.28,9.41,11.54,2240556.75,1697733.38,104839.31,303710.72,2.63,0.08,6.04,1.27,20110818,253296.72,2.19,13.73,19.71,14.71,3.15,26754.00,601886
光大银行,银行,北京,5.23,398.10,524.89,416318688.00,0.00,1509300.00,5353300.00,1.02,0.17,5.26,0.69,20100818,9173500.00,1.75,7.13,5.50,0.00,35.71,227188.00,601818
上海电气,电气设备,上海,35.50,98.51,147.25,19887490.00,14318450.00,1366585.25,1650550.13,1.12,0.04,3.83,1.65,20081205,2013679.75,1.37,20.04,22.55,20.72,3.57,321100.00,601727
工商银行,银行,北京,5.91,2696.12,3564.06,2649378048.00,0.00,21091800.00,15195000.00,0.43,0.22,5.85,0.89,20061027,112101296.00,3.15,4.05,3.98,0.00,39.96,569459.00,601398
中国中铁,建筑施工,北京,13.34,186.36,228.44,83426048.00,60015176.00,5159982.00,4405792.00,1.93,0.13,6.49,1.15,20071203,7169307.00,3.14,10.13,21.92,8.99,2.17,651564.00,601390
秦港股份,港口,河北,15.49,5.58,55.87,2574608.25,315942.38,1586043.63,520352.00,0.93,0.06,2.46,1.57,20170816,176877.84,0.32,6.00,21.40,44.16,19.74,132476.00,601326
龙江交通,路桥,黑龙江,13.09,13.16,13.16,492471.91,216333.97,143288.95,122167.77,0.93,0.06,3.11,1.06,20100319,143233.61,1.09,25.75,9.78,51.46,58.85,54551.00,601188
海南橡胶,橡胶,海南,0.00,39.31,42.79,1455302.00,571937.94,161983.38,523386.09,1.22,-0.06,2.18,3.04,20110107,-53974.73,-0.13,-27.36,-1897.59,6.25,-23.13,128126.00,601118
华鼎股份,化纤,浙江,70.47,6.40,11.14,517525.06,305269.63,137468.52,149112.27,1.34,0.03,3.40,2.08,20110509,45010.73,0.40,22.34,-26.84,11.59,3.84,8100.00,601113
财通证券,证券,浙江,26.55,3.59,35.89,5794609.50,0.00,8019.18,826613.06,2.30,0.09,5.69,1.87,20171024,543538.81,1.51,0.00,0.00,0.00,38.59,121481.00,601108
中国一重,工程机械,黑龙江,191.93,65.38,68.58,3432500.75,2347177.00,588127.75,964911.13,1.41,0.00,1.58,1.91,20100209,-585264.44,-0.85,75.26,352.16,12.71,0.96,350472.00,601106
文峰股份,超市连锁,江苏,16.43,18.48,18.48,633413.50,176928.80,325162.06,84117.45,0.46,0.05,2.40,1.25,20110603,136219.97,0.74,-2.79,-6.49,19.49,4.26,142558.00,601010
大同煤业,煤炭开采,山西,16.76,16.74,16.74,2866576.25,1223306.25,616583.31,112711.22,0.67,0.07,3.44,1.46,20060623,108152.80,0.65,11.51,587.48,60.32,4.51,97080.00,601001
唐山港,港口,河北,9.53,55.74,59.26,2208265.25,583653.25,1126210.88,364671.06,0.62,0.06,2.51,0.95,20100705,586584.75,0.99,7.98,5.71,27.47,20.37,121446.00,601000
北矿科技,元器件,北京,121.77,1.43,1.52,73922.81,48697.30,18369.23,27358.99,1.80,0.03,3.73,3.31,20040512,10451.96,0.69,11.51,-4.26,27.04,4.49,26757.00,600980
新五丰,农业综合,湖南,0.00,6.53,6.53,173946.41,101485.25,55192.05,25223.96,0.39,-0.01,1.84,2.27,20040609,22094.77,0.34,-7.67,-114.20,4.75,-1.19,63944.00,600975
大晟文化,影视音像,深圳,166.39,2.52,5.59,272715.19,96498.34,878.84,115622.05,2.07,0.01,3.53,2.35,19960315,25253.67,0.45,64.22,-9.18,91.46,13.60,12685.00,600892
亚泰集团,水泥,吉林,0.00,32.23,32.49,5735993.50,2751685.00,1250200.00,831559.75,2.56,-0.04,4.54,0.85,19951115,281260.22,0.87,45.03,31.79,27.03,-4.83,121526.00,600881
东方电气,电气设备,四川,25.83,19.97,30.91,7733357.00,6621387.50,634309.19,882834.00,2.86,0.09,9.46,0.75,19951010,1014579.38,3.28,18.05,39.65,16.69,3.24,122000.00,600875
华东电脑,软件服务,上海,27.63,4.23,4.23,499272.00,487860.16,2967.38,942.17,0.02,0.17,5.16,3.68,19940324,170157.02,4.02,8.88,-4.18,16.78,5.05,21854.00,600850
上海临港,园区开发,上海,90.90,4.00,11.20,1396770.00,1008010.63,12230.87,423993.44,3.79,0.06,5.87,3.69,19940324,110492.92,0.99,-19.95,19.21,54.32,23.88,61764.00,600848
同济科技,综合类,上海,15.38,6.25,6.25,1040912.31,870951.13,16442.80,19848.63,0.32,0.12,3.43,2.21,19940311,117391.85,1.88,38.34,153.49,16.52,7.18,94394.00,600846
丹化科技,化工原料,上海,214.67,8.23,10.17,351478.47,53946.53,235025.88,176197.75,1.73,0.01,2.09,2.56,19940311,-70595.65,-0.69,16.01,-85.42,19.08,1.76,39520.00,600844
隧道股份,建筑施工,上海,12.17,31.44,31.44,6811451.00,3699116.50,337390.78,683285.75,2.17,0.12,6.21,0.97,19940128,822041.63,2.61,10.96,9.79,12.48,6.61,174239.00,600820
耀皮玻璃,玻璃,上海,31.86,7.47,9.35,714610.06,283101.75,365025.53,112984.27,1.21,0.03,3.25,1.17,19940128,49147.98,0.53,16.07,344.15,16.62,3.35,53300.00,600819
东方集团,综合类,黑龙江,24.00,32.73,37.15,4947342.00,2914804.50,80194.40,851629.00,2.29,0.04,5.38,0.80,19940106,525383.38,1.41,35.09,94.67,1.99,9.55,87465.00,600811
天津磁卡,综合类,天津,0.00,6.11,6.11,50901.07,21841.67,6289.33,13506.77,0.22,-0.02,0.07,73.38,19931206,-74621.40,-1.22,24.82,21.08,17.25,-37.63,63100.00,600800
浙大网新,软件服务,浙江,75.78,8.40,10.56,645817.25,274950.31,90021.96,217231.70,2.06,0.03,4.25,2.38,19970418,109385.86,1.04,17.49,285.82,27.24,5.23,114679.00,600797
钱江生化,农药化肥,浙江,0.00,3.01,3.01,102335.36,41635.19,41294.51,3758.08,0.12,-0.02,2.08,2.93,19970408,20446.85,0.68,-7.72,-232.38,11.91,-5.50,30733.00,600796
国电电力,火力发电,辽宁,10.49,196.50,196.50,27925348.00,2391481.75,19352056.00,535633.38,0.27,0.06,2.54,1.01,19970318,1975632.38,1.01,8.41,17.56,21.48,7.54,744171.00,600795
宁波富邦,铝,浙江,0.00,1.34,1.34,54141.03,30802.14,16042.65,404.11,0.03,-0.04,0.97,11.40,19961111,-2190.81,-0.16,-12.51,33.84,1.69,-3.65,10012.00,600768
园城黄金,黄金,山东,335.59,2.24,2.24,15975.15,10496.70,829.05,23708.78,1.06,0.01,0.25,27.28,19961028,-39765.90,-1.77,4.20,-14.36,95.98,40.12,19043.00,600766
中国海防,通信设备,北京,1069.30,3.30,3.96,156878.16,119834.92,30931.00,49245.93,1.24,0.01,2.79,11.38,19961104,19505.35,0.49,25.81,28.91,36.85,5.80,13384.00,600764
洲际油气,石油开采,海南,55.39,22.58,22.64,1602591.50,298078.88,112180.32,245254.02,1.08,0.02,2.28,1.73,19961008,48136.07,0.21,13.42,218.50,60.53,4.85,71457.00,600759
海航科技,水运,天津,0.00,25.73,28.99,11243055.00,8213048.00,238476.59,1052315.13,3.63,-0.02,4.60,1.41,19960909,8584.50,0.03,4.38,-226.07,6.44,-0.07,76743.00,600751
江中药业,中成药,江西,16.06,4.20,4.20,344463.84,201654.75,59215.23,55251.32,1.32,0.28,7.22,2.46,19960923,200907.81,4.78,7.27,6.25,67.90,25.21,32109.00,600750
闻泰科技,通信设备,湖北,0.00,4.83,6.37,1118921.88,781572.31,103389.90,238160.30,3.74,-0.09,5.46,5.58,19960828,42113.51,0.66,-60.73,-141.48,12.02,-3.33,15413.00,600745
华远地产,区域地产,北京,0.00,23.46,23.46,3487426.75,3191270.25,130484.77,127555.67,0.54,-0.00,3.12,0.79,19960909,339275.00,1.45,60.70,-100.51,28.67,-0.07,57195.00,600743
SST前锋,区域地产,北京,0.00,0.76,1.98,37921.71,32369.59,1495.39,7322.18,0.37,-0.01,0.96,54.71,19960816,-8399.15,-0.43,-97.94,-729.83,0.00,-1098.30,13415.00,600733
中国高科,综合类,北京,139.82,5.87,5.87,380681.88,281433.56,480.39,5059.65,0.09,0.01,3.45,1.39,19960726,87949.15,1.50,122.73,605.48,92.35,17.17,65880.00,600730
佳都科技,软件服务,广东,103.55,13.79,16.19,587710.06,463711.31,9279.01,143912.73,0.89,0.02,2.00,3.73,19960716,16942.00,0.10,8.33,128.38,14.83,4.33,105434.00,600728
宁波富达,区域地产,浙江,20.84,14.45,14.45,1391765.88,1116470.63,60741.95,26015.10,0.18,0.04,1.23,2.69,19960716,-14611.17,-0.10,28.25,211.49,28.63,6.94,32500.00,600724
*ST工新,综合类,黑龙江,0.00,7.76,10.35,967227.88,389399.66,298662.22,278449.72,2.69,-0.03,4.08,2.26,19960528,32564.58,0.31,-21.51,-151.73,33.83,-5.43,65680.00,600701
刚泰控股,黄金,甘肃,30.74,10.79,14.89,1323944.13,1066546.75,52108.40,290196.34,1.95,0.07,4.17,2.18,19931108,173525.84,1.17,13.98,3.99,13.74,4.64,28314.00,600687
四川金顶,水泥,四川,156.81,3.49,3.49,44057.51,7137.80,16895.92,30535.36,0.87,0.02,0.10,103.25,19931008,-65069.25,-1.86,111.02,167.22,26.65,11.34,36301.00,600678
中华企业,区域地产,上海,107.85,18.67,47.07,2704506.25,2300904.75,9746.37,6035.75,0.01,0.03,1.96,2.19,19930924,124683.92,0.26,-31.81,299.18,16.82,4.15,87268.00,600675
申华控股,汽车服务,上海,0.00,17.46,19.46,989894.88,492175.06,230977.70,34658.40,0.18,-0.07,0.86,2.19,19901219,-61917.10,-0.32,42.54,-55.04,4.54,-8.24,195232.00,600653
乐山电力,水力发电,四川,37.22,5.38,5.38,303693.19,47216.53,142070.80,138347.98,2.57,0.03,2.40,1.91,19930426,-73247.93,-1.36,6.20,-44.03,21.44,3.20,32307.00,600644
万业企业,区域地产,上海,4.29,8.06,8.06,854766.19,795037.06,230.55,19126.48,0.24,0.71,7.99,1.52,19930407,441473.84,5.48,250.95,387.77,65.13,41.34,44884.00,600641
云赛智联,软件服务,上海,32.79,8.80,13.68,526468.81,315710.31,24395.92,150925.75,1.10,0.04,2.84,2.03,19901219,63556.82,0.46,20.15,1.60,17.56,6.60,109693.00,600602
方正科技,电脑设备,上海,0.00,21.95,21.95,1140720.13,572359.69,356573.63,34737.42,0.16,-0.04,1.36,2.05,19901219,40557.80,0.18,0.05,20.02,18.63,-6.90,239960.00,600601
