name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders,code
渝 开 发,区域地产,重庆,194.31,8.44,8.44,628034.63,477266.56,71822.25,118617.52,1.41,0.01,3.57,1.22,19930712,80279.05,0.95,-14.15,-71.07,23.47,3.32,63852.00,000514
顺威股份,塑料,广东,0.00,7.20,7.20,194848.17,121509.85,55369.05,6072.40,0.08,-0.02,1.41,2.25,20120525,19061.05,0.26,8.77,-358.73,14.69,-4.05,47222.00,002676
泰合健康,中成药,四川,189.21,5.60,5.60,130844.11,101513.46,23323.05,3958.06,0.07,0.01,1.51,4.74,19980327,27294.55,0.49,31.19,51.47,64.45,4.04,62138.00,000790
蓝晓科技,化工原料,陕西,93.93,1.08,2.02,111330.26,69855.63,15452.77,28447.00,1.41,0.10,4.11,9.08,20150702,32248.52,1.59,34.05,35.86,38.73,15.23,21122.00,300487
博创科技,元器件,浙江,56.29,0.34,0.83,69711.28,53874.01,9504.23,22474.92,2.72,0.17,7.65,5.00,20161012,28342.85,3.43,-18.00,-30.19,30.38,19.38,13205.00,300548
融钰集团,电气设备,吉林,0.00,8.39,8.40,172380.27,38537.78,21397.70,62.08,0.00,-0.01,1.46,3.00,20111018,35555.75,0.42,109.84,-238.20,79.77,-30.78,18986.00,002622
威 尔 泰,电器仪表,上海,0.00,1.43,1.43,21374.73,18032.06,2014.03,37.47,0.00,-0.02,1.28,9.04,20060802,2344.98,0.16,22.33,21.89,33.64,-20.11,10457.00,002058
万达信息,软件服务,上海,1089.37,10.59,10.68,800596.56,479924.19,42791.03,26230.23,0.25,0.01,2.46,8.13,20110125,112213.92,1.05,11.81,11.46,47.32,1.59,44486.00,300168
珀莱雅,日用化工,浙江,37.94,0.50,2.00,241031.52,156316.34,25228.57,78129.75,3.91,0.35,7.64,6.94,20171115,49878.44,2.49,0.00,0.00,63.10,13.90,15583.00,603605
三维股份,橡胶,浙江,37.44,0.55,1.27,150062.17,104898.55,18239.67,41709.80,3.28,0.13,8.99,2.15,20161207,54598.23,4.30,24.52,122.65,22.32,7.40,10945.00,603033
太极实业,半导体,江苏,50.57,11.91,21.06,1830039.25,1118817.63,505639.19,313107.94,1.49,0.04,2.89,2.64,19930728,81483.90,0.39,61.11,89.05,11.92,2.25,74592.00,600667
寒锐钴业,小金属,江苏,29.72,1.14,1.92,266753.28,222828.27,22213.61,36078.15,1.88,1.33,6.33,24.94,20170306,69681.46,3.63,218.67,412.52,53.12,34.56,26328.00,300618
百傲化学,化工原料,辽宁,23.44,0.78,1.87,80255.15,44249.87,21347.70,32298.44,1.73,0.15,3.83,3.58,20170206,20966.59,1.12,31.40,-0.62,41.90,21.71,11366.00,603360
广东甘化,造纸,广东,571.73,4.34,4.43,107540.67,72984.47,6844.47,84243.13,1.90,0.00,2.30,3.33,19940907,-31780.91,-0.72,13.58,110.80,2.19,1.93,11632.00,000576
道明光学,化工原料,浙江,27.94,5.62,6.26,219934.34,97734.15,61692.18,80832.97,1.29,0.07,2.99,2.70,20111122,40654.40,0.65,74.47,130.18,40.56,18.71,29683.00,002632
平潭发展,林业,福建,0.00,19.13,19.32,429775.41,310052.94,20823.73,142591.97,0.74,-0.00,1.64,1.73,19960327,-22983.84,-0.12,57.18,61.05,9.75,-2.94,95512.00,000592
康芝药业,化学制药,海南,38.46,4.36,4.50,223972.22,140615.98,31169.80,110896.05,2.46,0.04,4.16,1.66,20100526,26590.30,0.59,10.88,34.29,44.66,16.16,18335.00,300086
龙蟠科技,化工原料,江苏,23.53,0.93,2.54,178568.36,125766.63,37323.93,68280.05,2.69,0.11,4.91,2.16,20170410,32911.71,1.30,3.51,-15.26,30.44,8.26,18068.00,603906
好太太,家居用品,广东,48.92,0.41,4.01,130564.27,114597.75,4080.37,33760.71,0.84,0.12,2.83,8.21,20171201,36114.23,0.90,0.00,0.00,39.52,18.10,19167.00,603848
成飞集成,汽车配件,四川,0.00,3.45,3.59,1019618.63,547013.00,371786.47,135643.81,3.78,-0.07,5.69,3.23,20071203,21508.92,0.60,51.88,-4238.42,13.69,-7.04,51067.00,002190
*ST金岭,普钢,山东,33.29,5.95,5.95,266466.25,99508.13,30533.31,48799.80,0.82,0.03,3.88,0.84,19961128,91951.20,1.54,7.62,-26.23,23.65,5.95,53000.00,000655
厦门港务,港口,福建,87.01,5.31,5.31,834728.56,268864.72,354422.00,795.47,0.01,0.02,5.06,1.54,19990429,195725.23,3.69,19.44,-44.31,3.00,0.34,57139.00,000905
宝钢包装,广告包装,上海,0.00,8.33,8.33,603459.19,286875.81,285532.09,75259.71,0.90,-0.00,2.37,1.58,20150611,36196.05,0.43,21.84,86.89,9.91,-0.23,70027.00,601968
湘油泵,汽车配件,湖南,18.71,0.57,0.81,120517.51,63740.76,38440.62,20237.70,2.50,0.34,8.94,2.85,20161130,38809.90,4.80,22.83,41.85,29.43,12.60,9116.00,603319
三安光电,半导体,湖北,21.52,40.78,40.78,2682440.00,1219038.75,810790.00,707749.06,1.74,0.24,5.08,4.02,19960528,907473.63,2.23,-2.26,40.14,51.13,49.79,94511.00,600703
华斯股份,服饰,河北,281.84,2.95,3.86,266242.25,128447.75,42881.70,124963.86,3.24,0.01,4.96,1.52,20101102,23171.76,0.60,-13.75,-71.39,33.05,2.39,52309.00,002494
同为股份,元器件,深圳,0.00,0.85,2.16,73247.56,48616.05,21840.18,17764.15,0.82,-0.04,2.97,2.82,20161228,21840.46,1.01,18.64,-193.95,24.01,-7.11,17433.00,002835
恒立液压,工程机械,江苏,31.80,8.82,8.82,650250.13,357262.94,205907.48,208606.77,2.37,0.18,4.54,4.98,20111028,111220.02,1.26,74.38,163.53,33.98,16.16,12366.00,601100
南京聚隆,塑料,江苏,144.58,0.16,0.64,105202.95,83432.77,18322.85,31132.80,4.86,0.10,10.66,4.95,20180206,26553.97,4.15,0.00,0.00,13.29,2.26,17229.00,300644
南方汇通,环境保护,贵州,60.88,4.22,4.22,175030.25,45683.65,50836.19,0.00,0.00,0.03,1.99,3.17,19990616,28937.99,0.69,-14.27,-66.94,39.44,5.14,30689.00,000920
西水股份,保险,内蒙,16.70,9.79,10.93,15513888.00,0.00,90417.07,589512.69,5.39,0.20,11.75,1.11,20000731,316142.81,2.89,-30.78,-89.92,0.00,3.25,105774.00,600291
格尔软件,软件服务,上海,371.52,0.51,0.85,64544.08,51540.80,6529.24,25028.39,2.93,0.02,6.74,4.20,20170421,23613.06,2.76,19.09,-62.89,61.03,2.86,7237.00,603232
哈森股份,服饰,江苏,15.45,0.66,2.20,144760.30,122369.07,12280.96,46240.21,2.10,0.17,5.38,1.89,20160629,42676.48,1.94,-3.80,-4.40,54.93,9.13,22279.00,603958
华铁科技,钢加工,浙江,38.54,4.05,4.85,597707.50,260638.75,91016.05,66099.24,1.36,0.04,3.34,1.53,20150529,37243.48,0.77,16.16,-29.69,70.19,9.31,60588.00,603300
佛山照明,家用电器,广东,21.74,10.72,13.99,583289.13,333501.25,48193.23,28582.14,0.20,0.07,3.48,1.73,19931123,182815.34,1.31,2.72,-19.46,22.16,8.59,90239.00,000541
鼎信通讯,通信设备,山东,78.42,0.46,4.43,259744.80,147623.34,12683.83,65688.55,1.48,0.07,4.87,4.41,20161011,102280.63,2.31,39.65,-56.50,50.77,11.14,17941.00,603421
罗莱生活,纺织,江苏,17.39,7.00,7.45,504565.69,375166.75,37139.57,77052.18,1.03,0.21,4.80,3.05,20090910,179600.47,2.41,10.75,33.94,43.10,13.36,28579.00,002293
未名医药,生物制药,山东,20.68,3.43,6.60,435781.09,275876.09,44879.55,135471.23,2.05,0.12,4.46,2.32,20110520,123090.47,1.87,-45.69,6.63,83.71,55.98,26145.00,002581
鞍重股份,工程机械,辽宁,40.25,1.59,2.31,88562.18,63100.50,10358.76,32896.12,1.42,0.04,3.32,1.95,20120329,26666.84,1.15,69.97,7.42,35.54,19.93,13473.00,002667
精工钢构,钢加工,安徽,54.14,15.10,18.10,1116602.63,796050.13,76689.81,33248.25,0.18,0.02,2.64,1.15,20020605,172135.97,0.95,56.19,16.81,10.66,1.19,137305.00,600496
*ST富控,互联网,上海,12.76,5.76,5.76,612547.00,190906.92,5416.91,98742.25,1.72,0.05,3.51,0.74,19930304,39946.78,0.69,33.82,2.14,86.92,10.83,86475.00,600634
悦达投资,综合类,江苏,27.31,8.50,8.51,1051351.88,284824.34,118664.47,38216.90,0.45,0.05,7.20,0.72,19940103,414141.72,4.87,48.29,391.48,18.96,8.11,50259.00,600805
*ST东凌,食品,广东,0.00,4.01,7.57,233732.30,63027.51,64566.36,376474.88,4.97,-0.01,2.51,1.56,19981224,-265549.09,-3.51,-68.74,-33.15,29.63,-7.93,27167.00,000893
龙洲股份,公路,福建,38.52,4.32,5.62,719256.19,372571.19,145380.66,158063.94,2.81,0.03,4.86,1.08,20120612,70050.28,1.25,44.48,48.83,15.12,2.38,24453.00,002682
掌阅科技,互联网,北京,90.94,0.41,4.01,144092.56,132702.44,2911.56,36951.85,0.92,0.09,2.55,12.70,20170921,23243.80,0.58,23.25,0.10,30.51,7.66,31601.00,603533
黄河旋风,矿物制品,河南,22.66,11.69,14.76,1035187.88,311259.47,412379.97,187677.06,1.27,0.05,3.54,1.24,19981126,183197.41,1.24,-2.25,-34.97,33.55,10.84,55530.00,600172
延长化建,建筑施工,陕西,33.52,6.08,6.16,504332.41,423445.44,51651.46,49564.95,0.80,0.04,3.37,1.44,20000622,80556.11,1.31,32.89,46.24,9.35,3.31,28252.00,600248
恒星科技,钢加工,河南,287.89,12.49,12.56,668028.56,360942.56,150564.31,114751.77,0.91,0.00,2.32,1.33,20070427,42419.23,0.34,0.76,-89.13,14.98,0.51,45400.00,002132
梦网集团,互联网,深圳,43.46,5.47,8.11,660518.44,293468.38,46353.05,291239.63,3.59,0.05,5.83,1.51,20070328,128627.17,1.59,-17.88,2.31,30.97,8.61,50585.00,002123
特锐德,电气设备,山东,54.11,8.69,9.98,1249848.63,926596.81,147622.63,85170.40,0.85,0.06,3.04,4.06,20091030,105156.95,1.05,26.93,2.37,21.73,4.76,45339.00,300001
立霸股份,家用电器,江苏,26.19,2.22,2.22,90991.00,79059.21,8494.76,18148.00,0.82,0.08,3.27,2.43,20150319,35035.23,1.58,-7.41,-20.12,16.34,6.49,5610.00,603519
华软科技,化工原料,江苏,180.22,5.49,5.71,230783.30,99840.90,51311.42,34071.73,0.60,0.01,1.54,3.74,20100720,-6376.62,-0.11,8.32,162.27,24.42,1.85,35957.00,002453
可立克,电气设备,深圳,107.54,1.06,4.26,117021.61,83753.05,18899.98,5948.18,0.14,0.04,2.00,9.12,20151222,32568.19,0.76,36.59,18.00,21.38,7.05,50581.00,002782
洁美科技,元器件,浙江,91.28,1.08,2.56,169679.31,88424.61,66241.60,64600.44,2.53,0.12,5.38,7.81,20170407,42958.05,1.68,39.23,15.46,34.99,11.32,19526.00,002859
集智股份,电器仪表,浙江,196.45,0.17,0.48,34985.62,25298.85,8797.32,16469.34,3.43,0.05,6.76,5.39,20161021,9474.87,1.97,53.19,-53.35,44.36,7.71,7933.00,300553
梅安森,软件服务,重庆,89.11,1.19,1.64,99226.11,48401.35,11492.50,22427.59,1.37,0.03,3.32,2.72,20111102,11848.40,0.72,-74.61,-84.82,51.01,10.32,13900.00,300275
大港股份,区域地产,江苏,0.00,5.32,5.80,765528.31,407606.00,95058.61,281856.31,4.86,-0.03,6.62,0.82,20061116,33625.84,0.58,28.26,33.92,17.99,-4.63,12755.00,002077
九阳股份,家用电器,山东,23.03,7.62,7.68,489001.81,318760.69,62016.61,89639.03,1.17,0.19,4.82,3.66,20080528,172788.81,2.25,5.57,7.88,31.53,9.37,38519.00,002242
晨鑫科技,互联网,辽宁,15.68,11.50,14.27,278472.50,77991.53,39287.96,0.00,0.00,0.05,1.51,2.10,20100713,69922.93,0.49,191.73,559.98,73.05,46.88,73862.00,002447
太极股份,软件服务,北京,183.61,4.00,4.15,765766.13,563692.25,65381.50,97977.28,2.36,0.04,6.35,5.07,20100312,114864.27,2.77,10.21,8.06,18.04,1.28,20075.00,002368
金太阳,矿物制品,广东,34.64,0.33,0.89,60641.01,42412.40,14203.55,17094.14,1.92,0.18,5.31,4.61,20170208,19175.85,2.15,53.27,10.14,35.62,18.50,7076.00,300606
航新科技,航空,广东,692.98,1.57,2.40,133684.05,79628.59,26963.93,21081.10,0.88,0.01,3.77,6.04,20150422,42171.45,1.76,-4.52,7.44,43.86,2.59,19901.00,300424
永安林业,林业,福建,0.00,1.97,3.41,406827.41,185356.77,80200.50,160949.59,4.72,-0.07,6.32,1.23,19961206,17730.85,0.52,-35.77,-38.81,13.10,-19.69,23964.00,000663
风华高科,元器件,广东,46.58,8.75,8.95,611284.56,248186.77,205474.44,240524.05,2.69,0.13,5.14,4.71,19961129,85635.46,0.96,35.17,327.69,30.37,13.81,70700.00,000636
锦龙股份,证券,广东,57.60,8.95,8.96,3469932.50,0.00,12440.65,70811.96,0.79,0.04,4.17,2.30,19970415,195738.80,2.18,-16.93,-48.83,0.00,11.74,58518.00,000712
西藏矿业,小金属,西藏,0.00,4.76,5.21,300864.41,187575.75,36591.12,158310.48,3.04,-0.03,4.11,2.47,19970708,-2111.03,-0.04,50.52,21.51,14.22,-19.45,84030.00,000762
*ST因美,乳制品,浙江,164.71,10.22,10.23,494199.56,237807.34,150018.13,121285.07,1.19,0.01,1.83,2.78,20110412,-61936.31,-0.61,-35.80,-27.54,50.47,1.46,65600.00,002570
星星科技,元器件,浙江,42.32,5.94,9.67,893287.63,442574.31,207078.56,260911.55,2.70,0.03,3.54,1.18,20110819,19341.85,0.20,-21.97,144.09,17.30,2.12,38937.00,300256
蓝丰生化,农药化肥,江苏,22.06,2.50,3.40,419849.09,129702.15,167124.94,181164.13,5.33,0.08,7.53,0.93,20101203,34773.48,1.02,16.81,30.67,28.90,5.97,16468.00,002513
金新农,饲料,深圳,38.07,3.11,3.81,425868.09,190962.19,82136.50,87423.18,2.30,0.05,4.35,1.72,20110218,34038.96,0.89,-12.95,-46.00,14.83,2.52,32800.00,002548
共进股份,通信设备,深圳,1122.61,7.76,7.82,711192.94,500211.50,125173.82,268026.03,3.43,0.00,5.56,1.01,20150225,81550.25,1.04,-8.77,-99.03,11.02,0.06,40659.00,603118
明阳电路,元器件,深圳,130.76,0.46,1.85,160515.31,111409.97,40412.32,86899.80,4.70,0.06,6.35,4.70,20180201,17069.27,0.92,0.00,0.00,24.98,4.17,26695.00,300739
恒宝股份,元器件,江苏,29.02,6.02,7.12,220696.05,145244.98,29940.02,7450.00,0.10,0.06,2.58,2.73,20070110,85709.65,1.20,48.45,4.45,23.10,9.92,79834.00,002104
兆易创新,半导体,北京,94.96,2.07,2.84,252843.13,150107.56,11524.75,72803.56,2.57,0.32,6.03,19.83,20160818,85686.90,3.02,19.71,28.55,38.24,16.50,21412.00,603986
绿庭投资,多元金融,上海,0.00,3.66,7.11,101672.82,26646.51,1957.78,38475.90,0.54,-0.03,0.92,4.08,19931122,-69366.56,-0.98,3.90,-166.05,80.15,-171.56,47722.00,600695
华统股份,食品,浙江,26.34,1.47,2.68,171864.84,49112.71,72323.28,52063.93,1.94,0.17,4.54,4.05,20170110,48174.26,1.80,12.39,34.47,6.09,3.70,5267.00,002840
唐德影视,影视音像,浙江,52.16,2.46,4.00,333579.13,308269.59,2231.25,11012.57,0.28,0.06,3.08,4.14,20150217,69036.47,1.73,99.70,167.70,45.82,13.16,16080.00,300426
深南电路,元器件,深圳,40.13,0.70,2.80,729881.06,369619.53,282488.78,212300.27,7.58,0.42,11.73,5.72,20171213,78520.49,2.80,0.00,0.00,24.83,7.92,51948.00,002916
新华锦,商贸代理,山东,37.08,3.76,3.76,111550.92,87515.50,3041.10,14276.70,0.38,0.04,2.20,3.02,19960726,29316.33,0.78,8.33,-6.24,24.54,5.18,22984.00,600735
天宇股份,化学制药,浙江,52.27,0.45,1.82,223415.80,136855.84,60287.41,69462.38,3.82,0.11,7.19,3.25,20170919,43972.30,2.42,0.00,0.00,33.45,6.81,19391.00,300702
ST明科,化工原料,内蒙,0.00,3.37,4.37,118830.70,79611.45,1135.25,167037.94,3.82,-0.01,2.04,1.88,19970704,-128107.02,-2.93,3.68,-121.50,0.45,-27.77,17641.00,600091
乐凯新材,化工原料,河北,18.28,1.18,1.23,64386.05,49306.37,9505.46,3560.34,0.29,0.25,4.85,3.75,20150423,38348.21,3.12,0.27,0.15,60.21,43.64,16676.00,300446
瑞贝卡,服饰,河南,19.07,11.32,11.32,470519.09,363325.19,53712.23,24846.25,0.22,0.04,2.36,1.43,20030710,132212.42,1.17,1.90,15.23,36.71,10.76,54390.00,600439
国电南自,电气设备,江苏,0.00,6.35,6.95,921785.63,623261.19,109193.92,128323.11,1.85,-0.15,3.15,1.38,19991118,-412.40,-0.01,-2.21,19.83,18.42,-17.70,56756.00,600268
祁连山,水泥,甘肃,0.00,7.76,7.76,989811.00,222311.59,619233.94,134124.81,1.73,-0.18,6.68,1.02,19960716,251082.09,3.23,-24.43,-14.91,3.69,-31.85,77004.00,600720
赛隆药业,化学制药,广东,159.38,0.40,1.60,72432.21,46952.60,6278.16,30446.94,1.90,0.04,3.90,5.73,20170912,15225.09,0.95,0.00,0.00,48.96,6.20,25442.00,002898
东山精密,通信设备,江苏,44.91,7.75,10.71,2365141.25,1452752.25,411721.97,586794.94,5.48,0.16,7.60,3.34,20100409,96622.60,0.90,25.27,605.54,14.33,4.26,16326.00,002384
宇通客车,汽车整车,河南,33.99,22.14,22.14,3558040.75,2692739.75,390483.72,127876.86,0.58,0.13,7.13,2.54,19970508,902548.88,4.08,20.44,-6.81,22.69,6.33,51163.00,600066
电科院,电气设备,江苏,107.42,5.97,7.58,390970.53,82336.00,218391.00,72307.56,0.95,0.01,2.63,2.23,20110511,43561.48,0.57,13.91,48.07,39.38,7.44,39968.00,300215
网达软件,软件服务,上海,0.00,1.10,2.21,84844.53,69424.34,10406.95,37235.12,1.69,-0.03,3.61,4.20,20160914,17518.17,0.79,-14.39,-115.19,22.19,-21.07,25457.00,603189
东江环保,环境保护,广东,26.90,6.51,8.87,933693.13,298464.72,161705.38,50033.10,0.56,0.14,4.35,3.39,20120426,237222.55,2.67,12.24,16.80,35.36,16.02,36262.00,002672
中南建设,建筑施工,江苏,14.42,37.00,37.10,19029992.00,18073132.00,286180.06,264584.03,0.71,0.10,4.02,1.47,20000301,820250.69,2.21,98.65,205.57,19.79,3.34,48500.00,000961
华瑞股份,电气设备,浙江,41.10,0.94,1.80,89948.90,58838.63,25224.50,21015.75,1.17,0.06,2.75,3.57,20170320,17977.47,1.00,19.45,139.55,18.73,5.82,6124.00,300626
鹿港文化,影视音像,江苏,42.36,8.73,8.94,680958.25,470045.06,99761.40,96662.81,1.08,0.02,2.91,1.35,20110527,68431.03,0.77,11.27,128.71,20.31,2.90,35565.00,601599
地素时尚,服饰,上海,27.19,0.61,4.01,189583.19,155391.48,0.00,0.00,0.00,0.37,4.35,9.18,20180622,0.00,0.00,0.00,0.00,73.59,28.63,59764.00,603587
日机密封,机械基件,四川,43.73,0.96,1.07,120717.97,93537.68,8914.67,39590.67,3.71,0.29,9.54,5.27,20150612,45099.65,4.23,39.77,84.47,53.40,22.63,6985.00,300470
科创新源,橡胶,深圳,62.15,0.22,0.87,55628.50,51590.01,1748.25,32139.59,3.68,0.16,5.74,6.97,20171208,7870.27,0.90,0.00,0.00,42.30,22.11,14314.00,300731
华夏航空,空运,贵州,34.31,0.41,4.00,677406.63,264488.88,310111.22,96352.50,2.41,0.22,5.00,5.64,20180302,57770.75,1.44,0.00,0.00,19.47,8.30,40586.00,002928
久吾高科,环境保护,江苏,190.19,0.71,1.03,78357.40,62496.16,11194.50,14187.50,1.38,0.03,5.69,4.01,20170323,31034.99,3.02,8.67,17.38,43.24,6.70,10317.00,300631
歌力思,服饰,深圳,23.04,3.30,3.37,360477.94,177099.16,23290.14,109891.30,3.26,0.24,6.41,3.43,20150422,82372.40,2.44,69.28,33.18,67.05,13.97,11775.00,603808
景旺电子,元器件,深圳,37.25,0.81,4.08,495915.59,316106.22,117136.95,104656.93,2.57,0.38,8.41,6.78,20170106,186851.92,4.58,8.93,3.38,33.60,15.86,8583.00,603228
贵绳股份,钢加工,贵州,93.85,2.45,2.45,227699.02,154141.50,24811.88,84036.90,3.43,0.02,5.63,1.42,20040514,22888.65,0.93,23.37,3.18,12.78,1.18,15671.00,600992
*ST狮头,水泥,山西,207.84,2.30,2.30,47855.25,42982.57,1332.04,54635.78,2.38,0.01,1.83,3.28,20010824,-39223.25,-1.71,-28.55,119.89,20.39,15.57,6867.00,600539
奥联电子,汽车配件,江苏,37.56,0.84,1.62,65855.40,49014.93,11646.71,12980.17,0.80,0.09,2.89,4.86,20161229,15366.63,0.95,5.76,-8.44,39.18,16.27,15266.00,300585
华塑控股,其他建材,四川,0.00,8.25,8.25,24894.26,18130.70,1169.06,21226.06,0.26,-0.01,0.05,47.75,19930507,-102324.15,-1.24,585.13,-0.01,0.55,-0.78,63186.00,000509
川化股份,农药化肥,四川,22.54,9.37,12.70,724964.81,388471.94,249185.55,328053.41,2.58,0.06,2.43,2.07,20000926,-170142.88,-1.34,30.15,10.03,11.26,5.00,48451.00,000155
神雾环保,环境保护,北京,0.00,7.22,10.10,696083.25,626789.69,14138.57,35107.55,0.35,-0.06,2.69,2.24,20110107,127526.76,1.26,-90.06,-158.15,34.39,-89.06,74647.00,300156
国民技术,半导体,深圳,91.75,5.42,5.63,474134.25,285787.00,4799.25,210980.70,3.74,0.03,4.52,2.12,20100430,-14724.86,-0.26,2.58,-31.86,30.88,7.52,68866.00,300077
启迪古汉,中成药,湖南,111.24,2.23,2.39,84528.03,48991.85,16370.98,43949.56,1.84,0.02,2.46,4.12,19960119,-13607.70,-0.57,-17.13,-49.03,48.15,9.22,12021.00,000590
兴源环境,环境保护,浙江,69.78,14.53,15.64,1022075.50,740811.13,39953.39,190134.61,1.22,0.02,2.43,2.30,20110927,81154.09,0.52,59.22,-68.88,21.01,5.42,7703.00,300266
阳谷华泰,化工原料,山东,13.15,3.72,3.75,232901.25,169060.16,42757.35,65014.98,1.73,0.27,4.11,3.46,20100917,50822.40,1.35,46.95,197.05,36.30,19.38,11841.00,300121
一汽夏利,汽车整车,天津,0.00,15.95,15.95,476863.06,164762.45,133527.42,134030.17,0.84,-0.14,-0.10,-34.43,19990727,-365196.22,-2.29,7.22,16.11,-22.90,-59.42,51538.00,000927
如意集团,纺织,山东,79.61,2.31,2.62,458624.25,291924.44,118352.06,159565.73,6.10,0.04,9.72,1.21,20071207,61491.06,2.35,13.03,78.90,19.78,4.27,10793.00,002193
电广传媒,影视音像,湖南,0.00,12.95,14.18,2373596.50,888153.38,675996.25,613074.94,4.32,-0.04,7.01,0.80,19990325,199394.52,1.41,31.56,-153.42,19.55,-2.31,109416.00,000917
金溢科技,通信设备,深圳,107.29,0.45,1.18,130930.27,113815.15,3996.28,63015.38,5.35,0.06,8.74,2.88,20170515,23858.93,2.03,-18.33,-83.77,38.18,4.59,17177.00,002869
万 家 乐,家用电器,广东,74.75,6.85,6.91,551429.94,458074.81,23270.85,4081.43,0.06,0.01,2.30,1.56,19940103,76305.75,1.10,906.35,138.23,3.35,0.28,29002.00,000533
恒为科技,电脑设备,上海,45.36,0.76,1.42,76185.90,61512.43,6062.50,36088.59,2.54,0.13,4.75,5.10,20170607,19480.77,1.37,35.87,7.64,48.72,19.14,9538.00,603496
群兴玩具,文教休闲,广东,2485.09,5.89,5.89,90007.50,30437.65,332.64,15371.74,0.26,0.00,1.51,2.73,20110422,11470.19,0.19,-99.48,101.76,10.10,87.61,22350.00,002575
蓝思科技,元器件,湖南,124.98,6.70,39.44,3482400.50,1224221.63,1722871.25,317110.25,0.80,0.03,4.29,3.25,20150318,926382.13,2.35,9.39,-50.15,27.50,2.45,45257.00,300433
东旭光电,元器件,河北,20.96,40.95,57.30,6879779.00,4752407.50,1086178.38,2179240.50,3.80,0.07,5.47,1.14,19960925,360288.88,0.63,106.61,9.67,20.68,9.10,341200.00,000413
晓程科技,元器件,北京,0.00,2.12,2.74,145083.86,60768.42,15938.07,58043.31,2.12,-0.10,3.89,2.79,20101112,15791.98,0.58,-22.49,-488.40,57.41,-48.19,25944.00,300139
博敏电子,元器件,广东,49.62,0.56,1.67,240429.91,119343.45,102026.75,34427.20,2.06,0.09,6.01,3.11,20151209,44604.94,2.67,25.00,31.19,16.76,3.65,17887.00,603936
天瑞仪器,电器仪表,江苏,25.30,3.04,4.62,223355.97,132507.63,19869.34,76782.93,1.66,0.05,3.56,1.46,20110125,35320.18,0.76,82.17,34.77,43.47,11.18,22819.00,300165
广博股份,文教休闲,浙江,53.68,3.74,5.46,262854.16,127500.72,27669.09,73710.61,1.35,0.02,3.29,1.58,20070110,44799.80,0.82,1.85,-45.71,17.67,2.84,14308.00,002103
丰乐种业,种植业,安徽,32.75,2.99,2.99,217190.72,122493.77,44480.01,50490.98,1.69,0.05,4.52,1.50,19970422,44077.23,1.47,30.56,364.43,15.34,3.41,35592.00,000713
光环新网,电信运营,北京,38.31,13.88,14.46,1077621.75,303860.09,381745.44,409161.66,2.83,0.10,4.54,3.22,20140129,96993.77,0.67,54.33,60.80,20.02,10.32,60290.00,300383
云意电气,汽车配件,江苏,32.02,8.39,8.72,209036.02,136550.06,49808.12,37746.85,0.43,0.03,2.01,2.08,20120321,47615.34,0.55,-6.29,-17.52,34.92,18.29,73128.00,300304
中信国安,综合类,北京,103.73,39.19,39.20,1767462.00,548972.63,38641.07,103028.00,0.26,0.01,1.74,2.71,19971031,138098.17,0.35,-8.63,-18.44,13.54,4.34,236807.00,000839
中弘股份,区域地产,安徽,0.00,83.89,83.91,4568488.00,3693359.25,65530.00,40972.01,0.05,-0.04,0.85,1.24,20000616,-195548.16,-0.23,19.36,-3621.72,20.99,-27.42,235466.00,000979
贵糖股份,造纸,广西,28.01,3.78,6.68,377894.88,166879.42,84414.21,138572.31,2.07,0.05,4.08,1.29,19981111,57504.53,0.86,47.31,114.33,17.56,5.81,55290.00,000833
中新科技,家用电器,浙江,61.42,1.03,3.00,504721.91,442222.00,49331.18,55722.03,1.86,0.04,5.03,2.19,20151222,57240.25,1.91,143.66,135.06,7.19,0.78,21302.00,603996
艾格拉斯,互联网,浙江,15.81,13.97,18.45,742136.31,237708.72,290.81,309101.97,1.68,0.07,3.22,1.31,20110929,97679.49,0.53,40.87,122.55,85.07,69.51,49496.00,002619
天能重工,专用机械,山东,29.49,1.05,1.50,315312.34,227896.92,52726.88,90081.38,6.00,0.12,11.32,1.30,20161125,59320.20,3.95,-20.19,-42.25,34.42,13.93,15579.00,300569
永鼎股份,通信设备,江苏,27.41,9.90,12.53,486858.69,272872.69,51519.23,54111.18,0.43,0.03,2.15,1.71,19970929,99699.71,0.80,45.68,-23.85,12.95,6.38,59860.00,600105
佛塑科技,塑料,广东,65.59,9.67,9.67,553295.38,249900.88,144129.92,32612.69,0.34,0.02,2.30,1.83,20000525,72889.43,0.75,-13.34,-28.24,21.22,2.94,102851.00,000973
航民股份,纺织,浙江,13.90,6.35,6.35,499670.44,281490.19,179657.47,10384.82,0.16,0.16,5.74,1.58,20040809,262894.63,4.14,15.97,10.51,27.00,12.41,22888.00,600987
宝德股份,专用机械,陕西,0.00,1.44,3.16,630017.94,200359.88,12502.30,58975.38,1.87,-0.03,3.39,1.73,20091030,15676.65,0.50,-2.16,-303.30,-2.08,-7.19,18656.00,300023
海峡环保,环境保护,福建,37.20,1.80,4.50,224751.95,29259.97,96540.07,62551.91,1.39,0.05,3.20,2.51,20170220,33634.62,0.75,3.53,8.48,50.18,27.42,44368.00,603817
