code,name,mbrg,nprg,nav,targ,epsg,seg
600765,中航重机,-18.25,-51.71,-2.64,-13.05,-33.33,6.15
300160,秀强股份,-8.11,-52.16,4.38,12.15,-52.29,4.12
300419,浩丰科技,22.99,-52.64,2.19,0.50,-77.78,2.19
603963,大理药业,78.33,-52.74,7.37,10.99,-62.50,6.95
300479,神思电子,14.38,-52.78,6.18,19.54,-77.99,0.20
300561,汇金科技,7.26,-52.93,11.55,15.11,-54.17,11.57
300267,尔康制药,-36.82,-53.09,0.19,-7.19,-54.55,0.47
600628,新世界,-4.59,-53.12,5.15,4.45,-52.38,5.16
300641,正丹股份,1.06,-53.16,128.70,64.32,-65.91,128.70
600025,华能水电,-9.43,-54.12,13.64,0.41,0.00,15.13
300636,同和药业,10.06,-54.60,10.20,2.88,-65.50,10.20
601038,一拖股份,-12.74,-54.98,-1.90,0.79,-24.88,-1.07
603005,晶方科技,7.00,-55.09,7.13,8.01,-50.00,7.13
000698,沈阳化工,-32.52,-55.81,3.01,-13.45,-56.44,2.93
603819,神力股份,40.03,-56.10,1.49,18.16,-55.56,1.49
600259,广晟有色,-62.04,-56.41,1.19,-16.10,16.00,1.23
600714,金瑞矿业,215.52,-56.46,1.21,-9.77,-56.62,1.21
300433,蓝思科技,9.39,-56.60,18.45,28.27,-58.65,18.74
300051,三五互联,-23.65,-56.65,4.09,1.77,-25.00,6.15
000971,高升控股,3.94,-56.66,4.13,3.75,-57.25,4.12
002885,京泉华,55.66,-56.82,84.07,100.35,-63.44,84.52
300739,明阳电路,14.94,-56.87,7.37,10.99,-65.38,6.95
000518,四环生物,-19.64,-56.92,-0.54,-24.10,-66.35,0.02
002296,辉煌科技,10.07,-57.81,-9.80,-5.87,-61.86,-10.29
002265,西仪股份,-7.91,-57.82,1.58,0.94,-57.92,2.40
603421,鼎信通讯,39.65,-58.19,6.61,16.97,-56.25,7.55
002505,大康农业,-24.47,-58.38,6.07,2.28,-64.58,-3.37
300061,康旗股份,4.98,-58.84,7.76,11.54,-50.00,7.46
002669,康达新材,11.04,-58.89,0.85,0.07,-58.25,0.82
300050,世纪鼎利,18.51,-59.53,28.84,37.71,-68.20,28.96
002824,和胜股份,9.38,-59.55,4.88,5.53,-75.00,4.81
600177,雅戈尔,-50.46,-59.62,7.10,6.41,-71.61,7.68
000920,南方汇通,-14.27,-59.62,4.62,-0.65,-66.96,4.77
601258,庞大集团,-10.71,-59.70,2.31,-13.81,-65.00,2.11
300171,东富龙,2.31,-59.76,1.76,5.46,-58.26,1.19
002855,捷荣技术,-2.47,-59.95,2.59,16.71,-66.67,3.15
002108,沧州明珠,-14.44,-59.95,12.37,-2.53,-75.76,12.66
002656,摩登大道,26.18,-60.16,28.56,20.78,-66.67,30.39
000404,长虹华意,12.63,-60.20,25.22,18.61,-80.13,26.61
300521,爱司凯,-9.23,-60.46,5.27,4.68,-78.50,5.27
601008,连云港,4.16,-60.46,-0.84,2.59,-20.00,-0.03
002621,三垒股份,145.07,-60.51,1.08,11.88,-50.00,1.40
600699,均胜电子,7.03,-60.52,-4.14,12.99,-86.36,-3.62
300242,佳云科技,34.23,-60.77,6.05,15.11,-60.00,6.02
603661,恒林股份,6.25,-61.00,7.37,10.99,-72.22,6.95
002012,凯恩股份,20.84,-61.06,1.48,2.97,-75.00,0.80
600715,文投控股,-34.35,-61.10,53.17,35.57,-64.29,52.94
603232,格尔软件,19.09,-61.19,94.52,93.90,-70.00,94.76
002899,英派斯,11.45,-61.27,113.03,77.39,-70.65,113.03
600331,宏达股份,4.38,-61.36,5.75,-4.06,-77.02,3.60
300110,华仁药业,19.23,-61.41,45.85,14.39,-66.67,47.59
002099,海翔药业,4.54,-61.52,6.11,-1.01,-57.14,6.17
002648,卫星石化,-8.45,-61.56,98.99,29.72,-70.69,99.16
000096,广聚能源,82.97,-61.58,3.12,3.32,-62.48,3.13
600523,贵航股份,-26.62,-61.74,5.80,-4.44,-63.64,6.03
002607,亚夏汽车,3.45,-61.76,1.69,1.81,-80.00,1.92
002467,二六三,-2.62,-62.18,-1.30,-13.20,-50.00,-0.74
603363,傲农生物,20.88,-62.45,7.37,10.99,-57.14,6.95
603628,清源股份,26.44,-62.56,3.13,32.43,-75.00,2.54
002827,高争民爆,-23.18,-62.66,7.14,-1.25,-66.67,7.50
002548,金新农,-12.95,-62.67,1.99,29.55,-44.44,8.25
603258,电魂网络,-15.83,-62.68,1.82,1.89,-58.33,1.69
002157,正邦科技,7.29,-62.75,6.35,35.04,-40.00,7.54
002037,久联发展,43.47,-63.70,1.85,10.12,0.00,2.28
600679,上海凤凰,-42.75,-63.80,6.63,-1.97,-51.54,5.46
300265,通光线缆,8.19,-63.81,4.87,-0.15,-75.00,1.79
300266,兴源环境,59.22,-63.85,27.72,68.20,-85.71,27.47
603556,海兴电力,-6.31,-63.96,7.28,13.94,-64.86,7.30
002715,登云股份,18.22,-64.01,1.46,-1.45,-71.43,1.46
002054,德美化工,-46.20,-64.02,-2.29,-0.89,-35.92,-1.29
300154,瑞凌股份,-19.78,-64.41,-1.33,1.06,-66.67,-1.10
002364,中恒电气,2.29,-64.48,-1.59,-1.49,-60.00,-0.25
600505,西昌电力,-0.25,-64.49,1.99,4.02,-85.51,2.13
300612,宣亚国际,-9.15,-64.79,9.64,12.34,-76.92,7.47
600868,梅雁吉祥,-13.92,-64.95,3.06,-2.94,-78.72,2.98
300202,聚龙股份,133.55,-65.04,-3.68,-2.19,-61.73,-4.15
300129,泰胜风能,35.41,-65.04,3.51,8.84,-66.67,3.51
002471,中超控股,23.10,-65.04,-0.67,11.44,-42.35,3.62
603377,东方时尚,-8.78,-65.55,8.45,16.68,-40.00,6.09
000908,景峰医药,8.39,-65.59,-0.68,-9.05,-54.38,-1.09
300440,运达科技,0.03,-65.94,-0.43,1.54,-81.25,-0.78
300005,探路者,-29.49,-66.14,-10.46,-5.92,-70.53,-8.90
002594,比亚迪,17.54,-66.19,6.78,24.45,-90.00,5.84
002220,天宝食品,-9.06,-66.28,2.97,-2.22,-75.00,2.97
300363,博腾股份,-40.57,-66.58,4.59,-8.01,-61.54,6.01
600121,郑州煤电,-22.74,-66.72,13.65,3.44,-81.79,11.37
603507,振江股份,-12.06,-66.86,7.37,10.99,-75.00,6.95
300590,移为通信,24.31,-66.88,2.84,6.97,-83.43,2.84
603890,春秋电子,1.17,-66.99,7.37,10.99,-76.67,6.95
600526,菲达环保,8.22,-67.20,-7.34,2.53,-66.67,-7.96
000526,紫光学大,2.07,-67.27,32.22,3.63,-67.12,33.63
000570,苏常柴A,-18.00,-67.28,-7.07,-5.61,-66.67,-7.15
600621,华鑫股份,-83.39,-67.35,234.67,323.91,0.00,230.31
300553,集智股份,53.19,-67.98,2.86,1.42,-49.70,2.37
300048,合康新能,18.22,-68.18,-0.86,-3.85,-40.00,0.20
300280,南通锻压,97.97,-68.41,0.21,42.84,-68.55,0.21
300539,横河模具,10.56,-68.49,5.02,43.71,-81.82,5.01
300686,智动力,-11.70,-68.83,94.70,78.66,-75.00,94.70
000899,赣能股份,-15.94,-68.90,-7.10,-3.94,-68.86,-7.10
300299,富春股份,-18.81,-68.96,-14.09,-16.37,-81.25,-14.09
002615,哈尔斯,2.78,-69.06,3.58,19.74,-76.92,3.66
300516,久之洋,10.63,-69.09,-1.24,-3.35,-68.42,-1.24
600165,新日恒力,-31.27,-69.20,12.70,-37.35,-65.00,9.02
603042,华脉科技,12.49,-69.28,7.37,10.99,-76.97,6.95
002322,理工环科,-33.33,-69.39,2.53,4.25,-72.73,2.59
000856,冀东装备,-14.44,-69.51,-0.70,6.11,-64.00,-0.05
603309,维力医疗,11.87,-69.87,3.52,3.34,-57.14,2.97
000420,吉林化纤,15.98,-70.04,2.33,41.74,-69.19,2.27
002547,春兴精工,52.35,-70.32,-16.64,22.28,-86.00,-12.97
002861,瀛通通讯,16.84,-70.39,80.30,69.95,-76.47,81.00
300393,中来股份,-34.56,-70.55,159.83,55.65,-78.05,154.35
300543,朗科智能,-3.94,-70.95,4.17,14.83,-84.21,4.17
600119,长江投资,-63.87,-70.97,-38.47,-35.11,-93.00,-34.89
300648,星云股份,20.79,-71.15,130.69,77.97,-81.82,130.28
603063,禾望电气,-60.03,-71.23,7.37,10.99,-75.00,6.95
300278,华昌达,-44.66,-71.30,2.23,-6.67,-66.29,2.09
601666,平煤股份,-13.35,-71.33,14.68,13.27,-79.67,7.91
603999,读者传媒,33.33,-71.35,2.13,4.15,-86.00,2.19
300658,延江股份,-10.77,-71.80,208.22,88.14,-79.97,208.53
603536,惠发股份,16.15,-71.93,7.37,10.99,-75.00,6.95
002065,东华软件,9.34,-71.93,1.07,10.72,-85.60,1.09
002427,*ST尤夫,-0.56,-71.98,-26.59,12.87,-60.29,-18.93
300432,富临精工,-39.89,-72.02,13.67,20.56,-68.75,13.53
603186,华正新材,-4.83,-72.10,7.92,36.87,-71.88,7.75
603778,乾景园林,-24.71,-72.29,7.33,12.42,-75.00,7.45
600262,北方股份,212.21,-72.40,3.98,-0.11,76.00,4.03
600864,哈投股份,4.67,-72.41,-2.10,25.98,-72.00,-2.12
002606,大连电瓷,-8.67,-72.58,4.09,-1.26,-86.00,4.01
600549,厦门钨业,42.81,-72.79,6.50,25.69,-77.08,4.70
600635,大众公用,13.85,-73.12,-2.63,9.51,-78.04,-3.03
600460,士兰微,10.48,-73.16,24.32,37.24,-7.69,33.47
002323,*ST百特,-8.77,-73.24,3.55,17.51,-73.45,3.53
300443,金雷风电,-41.59,-73.77,4.47,-0.14,-86.88,4.47
600366,宁波韵升,15.70,-73.98,2.19,5.35,-75.12,2.06
300043,星辉娱乐,2.96,-74.17,4.33,2.13,-77.78,4.26
603077,和邦生物,24.05,-74.57,2.91,0.62,-75.00,3.46
300317,珈伟股份,-30.11,-74.66,6.93,-2.52,-85.32,7.03
300680,隆盛科技,-48.90,-74.81,64.23,32.19,-81.54,64.23
002515,金字火腿,19.63,-74.96,11.55,3.60,-66.67,6.30
002870,香山股份,-6.96,-75.05,225.70,164.27,-80.00,204.00
603335,迪生力,-8.52,-75.97,48.07,24.77,-87.50,53.62
300133,华策影视,33.39,-76.00,6.86,15.38,-75.00,7.46
000917,电广传媒,31.56,-76.14,-7.85,1.73,-157.14,-10.04
600758,红阳能源,-8.39,-76.40,1.84,-6.33,-75.00,1.83
002494,华斯股份,-13.75,-76.52,-4.51,7.60,-50.00,-4.43
002041,登海种业,-31.34,-76.76,-10.33,-12.41,-56.92,3.36
300562,乐心医疗,-16.36,-76.86,0.15,19.15,-60.00,-0.15
300615,欣天科技,-30.21,-77.03,-4.00,-7.63,-77.01,-3.89
000678,襄阳轴承,0.29,-77.57,1.00,8.44,-85.71,0.89
002177,御银股份,-22.85,-77.71,0.01,0.24,-74.50,0.01
300710,万隆光电,-13.77,-77.85,7.37,10.99,-83.47,6.95
002489,浙江永强,-10.07,-77.96,-6.61,-2.21,-90.91,-7.38
300386,飞天诚信,-18.74,-78.04,3.37,-0.91,-80.31,4.67
300269,联建光电,14.87,-78.14,-10.13,5.17,-79.43,-9.63
000933,神火股份,4.12,-78.33,-0.83,-0.12,-76.47,0.29
002307,北新路桥,34.05,-78.36,1.84,24.84,32.53,-0.48
600722,金牛化工,-14.97,-78.38,-8.28,-11.53,-73.30,2.84
600283,钱江水利,20.49,-78.40,7.09,-7.97,300.00,6.95
600255,梦舟股份,1.62,-78.52,4.64,11.84,-97.00,3.68
002837,英维克,15.11,-78.89,10.03,42.42,-94.12,9.47
002576,通达动力,0.89,-79.05,-1.63,11.22,-68.05,-1.01
000090,天健集团,-44.50,-79.12,-1.53,35.51,-78.65,-1.48
603909,合诚股份,18.48,-79.26,8.47,57.24,-76.41,8.21
600739,辽宁成大,28.92,-79.27,3.12,5.79,-78.95,3.89
600206,有研新材,7.47,-79.28,1.29,2.11,-72.73,1.28
601555,东吴证券,15.29,-79.83,1.34,9.37,-80.00,1.47
002714,牧原股份,40.03,-80.00,102.99,81.16,-81.82,102.99
002208,合肥城建,-70.52,-80.00,5.68,10.75,-93.28,3.60
600677,航天通信,-22.23,-80.06,4.32,18.50,-280.43,3.75
603690,至纯科技,49.58,-80.07,12.21,44.97,-73.17,10.08
002367,康力电梯,-2.06,-80.08,4.55,1.08,-80.04,4.58
600423,*ST柳化,32.54,-80.11,160.09,-12.54,-80.00,160.09
600393,粤泰股份,-64.77,-80.43,9.91,37.40,-89.51,9.54
300518,盛讯达,46.10,-80.82,3.02,28.11,-80.84,3.02
300442,普丽盛,48.74,-81.34,0.92,12.12,50.00,0.89
600894,广日股份,15.30,-81.37,-1.21,-5.30,-78.90,-1.38
002748,世龙实业,-9.45,-81.59,5.45,4.92,-81.58,5.45
002218,拓日新能,-44.99,-81.62,3.82,21.33,-90.14,3.82
000700,模塑科技,25.35,-81.69,-16.85,15.22,-83.93,-17.10
002172,澳洋科技,-6.04,-82.07,18.74,35.00,-62.96,22.44
000011,深物业A,-47.59,-82.28,9.76,-21.84,-82.28,9.76
300008,天海防务,49.04,-82.46,-9.59,11.47,-92.90,-9.75
002165,红宝丽,13.94,-83.05,-1.28,24.30,-83.67,-1.49
600291,西水股份,15.29,-83.27,4.68,-41.89,-89.92,6.33
603229,奥翔药业,28.05,-83.29,122.04,58.94,-90.00,122.04
600844,丹化科技,16.01,-83.46,12.56,2.45,-85.51,12.05
002592,八菱科技,-26.11,-83.64,1.47,1.99,-85.71,1.47
000759,中百集团,1.21,-83.79,1.98,8.26,-81.25,-2.16
600212,江泉实业,-21.02,-84.26,1.21,-1.91,-84.38,1.21
600178,东安动力,-42.77,-84.27,1.38,-15.92,-84.33,1.38
002348,高乐股份,38.86,-84.38,10.56,33.65,-100.00,1.67
000036,华联控股,-74.54,-84.64,8.75,10.28,-86.11,9.03
600210,紫江企业,2.27,-84.90,-0.81,-4.97,-85.91,-0.03
600435,北方导航,-24.48,-85.02,4.33,-1.09,-236.00,1.26
300275,梅安森,-66.43,-85.45,30.52,2.36,-75.00,2.77
603010,万盛股份,-15.48,-86.18,1.22,21.93,-86.67,1.22
002197,证通电子,-22.31,-86.45,1.28,12.30,0.00,1.23
600094,大名城,64.19,-86.85,12.12,4.08,-86.49,10.31
000859,国风塑业,-9.90,-86.94,2.48,-2.99,-63.30,3.89
002869,金溢科技,-18.33,-87.17,133.40,77.34,-87.50,132.51
300412,迦南科技,31.56,-87.20,6.00,18.74,-80.00,4.34
002895,川恒股份,-7.21,-87.27,22.39,17.36,-88.58,22.39
601208,东材科技,-9.22,-87.43,-0.12,0.33,-85.71,-0.12
600246,万通地产,-41.78,-87.78,3.96,-7.74,-89.13,4.19
603313,梦百合,26.95,-88.18,-10.47,1.86,-92.86,-11.41
600787,中储股份,1.23,-88.24,12.10,-4.18,-40.00,12.59
000531,穗恒运A,-6.85,-88.87,-2.56,7.93,-91.16,-1.98
603160,汇顶科技,-21.90,-88.96,20.86,27.14,-89.85,20.93
300708,聚灿光电,-21.16,-89.11,7.37,10.99,-91.67,6.95
002132,恒星科技,0.76,-89.15,13.57,44.58,-86.50,3.99
002759,天际股份,-31.15,-89.40,-1.87,3.90,-89.42,-1.87
600764,中国海防,-35.10,-89.41,73.41,25.26,-82.79,109.69
300484,蓝海华腾,-58.91,-89.42,10.27,12.42,-93.94,10.27
300703,创源文化,-2.37,-90.31,7.37,10.99,-93.10,6.95
603089,正裕工业,7.25,-90.87,7.74,1.30,-90.91,7.74
600617,国新能源,1.32,-90.95,-1.71,15.96,-66.11,-1.44
603969,银龙股份,6.39,-91.04,0.18,23.36,-87.50,0.49
002906,华阳集团,-22.06,-91.58,48.58,11.88,-94.12,48.75
300288,朗玛信息,-62.26,-91.71,-26.71,-53.48,-91.09,-6.25
600633,浙数文化,-42.73,-91.75,2.12,12.51,-92.97,2.85
603021,山东华鹏,17.12,-91.92,-0.65,2.46,-85.71,-0.40
002274,华昌化工,-1.52,-92.25,-3.46,8.96,-93.78,-3.65
300115,长盈精密,-12.63,-92.43,8.35,28.73,-86.36,7.93
000605,渤海股份,32.01,-92.47,4.97,27.71,10.06,5.93
300321,同大股份,-1.88,-92.85,2.04,4.53,-92.90,2.04
300643,万通智控,-4.54,-93.12,98.69,65.30,-96.67,98.42
002922,伊戈尔,-15.98,-93.32,7.37,10.99,-94.44,6.95
603586,金麒麟,-8.35,-93.54,10.47,2.58,-96.55,10.49
603131,上海沪工,2.67,-93.54,3.86,11.10,-97.22,2.21
600133,东湖高新,15.36,-93.55,47.78,7.80,-96.19,47.32
002502,骅威文化,-86.08,-93.67,6.67,9.21,-92.80,6.55
600689,上海三毛,24.16,-93.77,-1.00,-6.92,-94.09,-0.50
600099,林海股份,22.65,-93.99,-0.88,-1.57,-92.00,-0.88
600503,华丽家族,-78.90,-94.02,0.47,-8.05,-88.91,1.63
000949,新乡化纤,14.88,-94.71,-1.40,20.74,-95.08,-1.42
300709,精研科技,-37.94,-94.77,7.37,10.99,-96.11,6.95
600770,综艺股份,-0.91,-94.84,3.61,0.71,-75.00,1.19
600883,博闻科技,119.56,-94.90,-2.08,-3.39,-94.92,-1.91
002379,宏创控股,3.40,-94.97,1.41,-1.76,-94.82,1.41
300083,劲胜智能,-21.91,-95.59,6.73,12.57,-95.00,6.16
603758,秦安股份,-37.00,-96.19,43.42,13.82,-93.75,43.42
300162,雷曼股份,9.09,-96.19,-3.62,-14.05,-92.00,-3.73
000829,天音控股,18.23,-96.22,10.23,6.69,-62.00,32.13
000589,黔轮胎A,50.99,-96.37,-9.57,-3.91,-93.27,-10.01
600303,曙光股份,-3.49,-96.95,-3.90,-18.73,-96.97,-4.08
000957,中通客车,-1.37,-97.34,5.90,50.95,-100.00,5.92
002261,拓维信息,-19.72,-97.99,0.52,0.93,-96.67,0.30
600732,ST新梅,43.31,-98.28,8.27,-25.52,-98.45,8.56
000823,超声电子,14.13,-98.74,2.52,8.44,-96.20,2.03
601872,招商轮船,-21.00,-98.81,-12.86,-5.34,-83.33,-8.78
603118,共进股份,-8.77,-98.89,-0.01,-1.73,-99.55,-1.01
300153,科泰电源,18.46,-99.21,-1.39,3.15,-69.00,-1.20
603032,德新交运,-33.49,-99.77,2.09,-0.49,-95.16,2.17
300228,富瑞特装,-28.07,-100.46,4.13,7.16,-87.24,3.93
600818,中路股份,-8.94,-101.63,-5.57,-8.74,-91.36,-0.52
300328,宜安科技,0.13,-102.08,61.45,38.12,-71.32,60.39
600743,华远地产,60.70,-103.67,8.82,15.00,-100.57,7.73
600746,江苏索普,-33.37,-107.37,2.94,-10.34,-107.37,2.94
600067,冠城大通,-51.93,-107.58,2.61,12.59,-110.00,1.64
300175,朗源股份,-9.80,-107.97,-2.29,-2.24,-107.97,-2.29
600026,中远海能,-9.87,-108.20,1.03,-0.33,-115.10,-1.43
000929,兰州黄河,-11.54,-109.78,-1.71,-3.90,-131.58,-2.58
000677,恒天海龙,11.77,-111.57,0.40,3.03,-128.57,-0.13
300475,聚隆科技,-46.49,-111.78,4.68,1.42,-100.32,4.81
000517,荣安地产,-96.76,-111.82,4.40,70.42,-111.77,3.77
300502,新易盛,-7.32,-112.17,6.44,8.13,-104.00,6.44
600339,中油工程,15.65,-114.02,0.05,8.03,-112.74,0.04
600306,商业城,0.01,-114.18,-47.55,17.97,-114.43,-47.70
000029,深深房A,-45.03,-117.17,5.71,8.30,-117.25,5.43
600162,香江控股,-19.03,-118.53,-28.12,14.01,-88.89,-29.31
603717,天域生态,-21.95,-119.76,7.94,21.17,-114.72,7.83
300099,精准信息,-39.37,-120.60,3.24,6.03,-63.03,4.02
600354,敦煌种业,-5.43,-120.88,-36.80,-33.09,-115.12,-25.18
600975,新五丰,-7.67,-121.08,-4.76,-8.38,-120.00,-4.65
600091,ST明科,3.68,-121.50,-1.75,-6.01,-125.00,-1.75
601880,大连港,-17.05,-121.96,6.60,6.63,-140.54,0.15
000811,冰轮环境,-4.75,-125.51,12.31,4.67,-115.00,13.01
002207,*ST准油,36.39,-125.70,-17.61,-21.21,-126.92,-17.61
000609,中迪投资,-97.21,-126.09,5.11,6.42,-126.67,5.23
603800,道森股份,40.54,-126.74,1.40,17.15,-115.14,1.68
002527,新时达,23.71,-128.07,29.81,48.33,-156.90,16.05
600444,国机通用,-6.96,-128.60,59.27,1.25,-125.00,43.41
002662,京威股份,2.09,-133.28,5.26,20.60,-120.00,5.35
300399,京天利,-12.27,-134.06,-9.59,-1.18,-128.57,-9.98
601069,西部黄金,-50.64,-134.47,-5.38,-4.76,-134.52,-5.38
002285,世联行,8.55,-134.78,17.31,80.47,-120.00,17.22
603703,盛洋科技,-6.93,-135.40,0.18,-7.44,-133.33,-0.91
300573,兴齐眼药,2.57,-136.46,5.89,1.87,-127.27,3.40
300019,硅宝科技,25.06,-136.49,1.87,1.22,-132.46,1.91
300581,晨曦航空,-49.90,-136.83,7.34,6.42,-118.43,7.34
300698,万马科技,-3.67,-138.04,7.37,10.99,-125.00,6.95
000901,航天科技,-0.41,-138.97,5.33,7.94,-148.76,6.31
600312,平高电气,-19.64,-139.05,-3.51,8.52,-125.00,-3.44
600745,闻泰科技,-60.73,-141.24,3.78,-1.13,-140.91,3.92
002792,通宇通讯,-3.61,-142.00,4.67,7.27,-136.36,1.23
000985,大庆华科,35.84,-143.52,2.05,3.46,-143.18,2.05
600225,天津松江,-73.91,-145.90,-10.86,-3.29,-137.78,-20.98
002246,北化股份,15.25,-145.92,93.34,99.04,-121.37,81.51
601858,中国科传,11.33,-146.72,10.81,15.41,-100.00,11.51
000628,高新发展,7.00,-148.13,7.37,-13.30,-200.00,2.66
002018,*ST华信,-84.12,-148.18,2.93,-17.50,-160.00,4.34
300011,鼎汉技术,37.58,-148.78,14.79,18.99,-146.05,14.59
002703,浙江世宝,0.29,-151.51,-2.14,0.14,-112.32,-1.50
002028,思源电气,-3.13,-152.19,2.96,1.27,-150.00,2.81
002106,莱宝高科,9.49,-153.46,0.43,0.67,-160.16,0.23
002604,*ST龙力,-10.65,-155.51,-109.45,-8.32,-150.00,-111.52
000626,远大控股,-36.79,-155.77,-20.61,-50.46,-131.21,-13.86
300589,江龙船艇,-15.12,-157.25,9.81,22.95,-140.31,9.81
300156,神雾环保,-90.06,-157.59,1.41,23.80,-160.00,3.75
600695,绿庭投资,3.90,-163.39,-13.19,-24.21,-165.00,-12.03
600243,青海华鼎,-30.18,-165.22,-3.28,-2.43,-158.33,-3.52
300546,雄帝科技,78.16,-165.70,8.49,27.88,-130.00,8.49
600571,信雅达,11.58,-166.07,21.82,14.58,-73.53,19.23
600302,标准股份,11.19,-166.21,-2.10,-1.34,-180.14,-2.61
600698,湖南天雁,-18.78,-166.53,-13.50,-9.91,-168.57,-13.50
300152,科融环境,-62.35,-166.56,-7.35,6.04,-154.05,-0.40
600701,*ST工新,-21.51,-168.58,-4.38,28.95,-151.67,-2.65
300334,津膜科技,9.31,-168.93,25.79,15.44,-277.78,24.79
600399,*ST抚钢,12.12,-169.75,-156.96,-27.20,-182.64,-156.96
600074,*ST保千,-95.46,-169.82,-167.62,-80.59,-171.43,-176.35
300478,杭州高新,29.07,-173.41,8.39,125.49,-166.67,5.58
300291,华录百纳,-40.99,-175.39,-1.41,-0.08,-173.08,-1.27
002622,融钰集团,109.84,-178.63,6.42,34.69,-237.50,4.63
600112,天成控股,-2.98,-178.89,-1.02,-1.97,-178.59,-1.02
000835,长城动漫,-32.83,-179.08,22.41,0.91,-180.80,22.40
600796,钱江生化,-7.72,-181.88,2.94,1.98,-300.00,2.67
002909,集泰股份,56.10,-185.66,7.37,10.99,-200.00,6.95
600193,*ST创兴,-91.49,-185.91,-31.95,-11.17,-188.89,-31.95
002733,雄韬股份,33.31,-187.51,-4.59,17.62,-166.67,-4.21
601890,亚星锚链,-6.93,-188.61,-1.03,-0.41,-147.87,-0.76
300397,天和防务,-68.73,-190.12,4.24,-5.03,-198.36,3.78
600889,南京化纤,-14.76,-191.19,-25.18,-18.54,-192.65,-25.34
000820,神雾节能,-98.65,-191.24,25.86,111.69,-190.91,25.86
002835,同为股份,18.64,-193.95,-2.11,-5.69,-146.51,-2.11
002452,长高集团,-13.16,-194.83,2.60,-1.13,-181.08,1.38
002564,天沃科技,-60.61,-197.58,10.02,23.71,-269.55,5.57
000807,云铝股份,8.32,-198.69,7.22,14.40,-200.00,4.23
000023,深天地A,13.45,-200.98,1.07,21.37,-146.25,2.38
603789,星光农机,-70.32,-201.52,-0.41,-10.78,-198.89,-1.25
300045,华力创通,-25.86,-205.78,65.76,61.56,-198.67,65.98
002175,东方网络,-76.55,-206.75,-33.74,-34.10,-401.11,-31.70
002800,天顺股份,-24.45,-209.31,3.85,15.44,-216.23,4.23
603366,日出东方,60.25,-212.67,-5.42,18.96,-206.00,-6.30
300657,弘信电子,-8.81,-213.97,-3.47,17.80,-178.26,1.30
000616,海航投资,40.77,-214.21,-1.31,3.11,-233.33,-2.45
300085,银之杰,30.08,-217.19,32.65,52.48,-326.00,33.89
000692,惠天热电,4.60,-218.29,-12.56,7.26,-221.48,-13.62
000863,三湘印象,-72.35,-219.13,-2.68,5.80,-200.00,-2.04
002122,*ST天马,-32.60,-221.53,3.33,30.74,-235.71,3.67
300116,坚瑞沃能,-59.88,-228.11,-53.58,22.64,-161.90,-52.92
002192,融捷股份,-33.92,-230.88,5.18,18.42,-1433.33,4.24
600333,长春燃气,25.34,-234.42,31.00,3.04,-233.33,32.23
000572,海马汽车,-50.57,-239.79,-15.90,-18.78,-271.01,-14.51
600517,置信电气,-40.43,-239.95,-2.12,-2.01,-266.67,-1.94
000430,张家界,-18.24,-241.52,123.98,14.30,-240.61,125.93
300603,立昂技术,-28.32,-246.56,18.85,83.94,-223.76,18.85
300023,宝德股份,-2.16,-256.05,0.41,7.89,-302.78,1.69
603727,博迈科,-88.48,-271.27,-0.98,-14.22,-270.00,-0.98
002272,川润股份,-31.98,-274.18,-0.17,-4.28,-264.47,-0.17
000573,粤宏远A,-10.00,-277.90,-1.66,0.33,-244.62,-2.11
300032,金龙机电,29.32,-278.58,-15.41,7.49,-228.57,-14.70
000667,美好置业,-61.63,-279.01,9.64,12.01,-261.89,6.83
300665,飞鹿股份,6.75,-282.81,79.75,45.04,0.00,80.04
603333,明星电缆,26.24,-291.34,0.38,12.07,-300.00,0.38
300464,星徽精密,9.30,-301.74,-2.90,15.63,-283.64,-2.56
002786,银宝山新,7.81,-309.23,6.67,20.89,-300.00,3.64
601969,海南矿业,2.98,-314.02,-2.63,3.88,-315.38,-2.75
000939,*ST凯迪,-28.03,-314.62,-21.03,-4.20,-240.00,-23.14
300025,华星创业,16.13,-320.06,-21.00,-3.83,-400.00,-18.86
600191,华资实业,-98.33,-333.62,-0.96,-2.26,-333.33,-0.96
600877,ST嘉陵,-25.55,-351.30,7.37,-28.86,-334.25,-58.77
002676,顺威股份,8.77,-368.11,-7.21,-2.84,-217.00,-7.22
300012,华测检测,19.54,-370.52,1.86,17.13,-417.39,2.57
000536,华映科技,9.13,-371.19,-5.80,13.97,-260.12,-5.52
000593,大通燃气,30.01,-376.10,-0.22,8.03,-366.67,-0.79
603869,北部湾旅,38.39,-376.30,4.23,25.33,-138.46,2.86
603602,纵横通信,17.29,-378.01,7.37,10.99,-500.00,6.95
002504,弘高创意,-28.86,-386.88,-19.42,-14.02,-418.00,-21.07
600550,保变电气,-38.53,-387.40,-3.23,-9.01,-300.00,-1.64
000707,*ST双环,-0.49,-390.18,-63.43,-15.04,-391.49,-70.65
300002,神州泰岳,-48.08,-391.51,0.66,-4.92,-345.83,0.89
300598,诚迈科技,-0.85,-392.58,5.31,3.88,-384.70,5.24
000612,焦作万方,-2.85,-392.90,1.19,1.06,-385.19,1.19
002660,茂硕电源,-17.25,-397.28,-20.09,-14.23,380.00,-5.85
